id;user_id;potli_id;type;amount;description;created_at
6f5f5cc1-16db-452f-b817-e46629c660c2;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;111.00;;2026-01-07 05:09:56.246062+00
e8ee7ee0-185e-4222-9707-9a90f6b7b72f;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;161.00;Train;2026-01-07 05:20:27.27479+00
fea58884-4258-4e05-b2b5-7bccdc06bf8f;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;40.00;Bypass ;2026-01-09 11:12:59.043673+00
597bc732-3d9b-4d2f-bcb0-e460956d0cb3;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;55.00;Bus;2026-01-09 11:13:16.176869+00
1222156e-7693-496f-84a1-a1dda6975868;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;40.00;Chips;2026-01-09 11:13:41.991049+00
8c2dc192-ed99-47c9-b689-17ff41781344;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;50.00;Snacks;2026-01-09 12:23:50.464944+00
a7eca445-fef6-467e-98ab-153b1f6009c5;312b498a-bf14-4917-b2a7-378b16a8f63c;3c74c0f2-b750-4cfa-9042-38908e880a46;expense;900.00;Train;2026-01-16 13:25:24.970109+00
eee4c7e0-4c21-4d5e-b8ea-1d32ad0aa8e4;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;70.00;Pen;2026-01-16 13:25:41.877176+00
e3b188a0-e4d3-4357-bf5e-732d817666bc;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;219.00;Clothes;2026-01-16 13:41:17.634262+00
bda5e116-b30e-470a-b067-d533ce7c3967;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;20.00;Auto;2026-01-16 13:42:53.186253+00
7def725d-daaa-48f8-bb3a-25e69d57bcb6;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;50.00;Bus;2026-01-16 13:43:06.137121+00
736cb505-bb41-4de5-8736-4fa00abe6eab;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;40.00;Auto;2026-01-16 13:43:21.447594+00
1dae030a-c58c-4c3f-a620-0b79fda39e68;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;10.00;Auto;2026-01-16 13:43:32.185597+00
65e5419e-43dd-412b-9c62-e72709aee9c9;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;147.00;Train;2026-01-16 13:56:01.615701+00
e0be5099-742a-4199-b254-475d947e139f;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;162.00;Train;2026-01-16 13:56:11.846716+00
2d6cf895-aa3d-4c90-9db6-68009279e068;312b498a-bf14-4917-b2a7-378b16a8f63c;;income;1000.00;Pocket Money;2026-01-16 13:57:02.328554+00
ce882037-1c6d-4b10-8d37-afc40fff8211;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;234.00;Dinner ;2026-01-23 14:14:08.108558+00
4e955271-7e87-4a42-a3ef-f785bb64dd03;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;99.00;Fun;2026-01-23 14:14:40.852094+00
fa84cc6a-cfb4-4a4f-9467-3ea07d1cc486;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;40.00;Pepsi;2026-01-23 14:15:25.497794+00
52344268-8a8c-4591-bf9b-edbfacbf6ef6;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;40.00;bread omelette;2026-01-27 10:03:33.819966+00
6e5aa069-435b-4305-9ec7-e0b602366e6a;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;229.00;Airtel;2026-01-27 10:08:20.045856+00
3e7ca2af-f22d-470d-8107-aea54760aeb1;312b498a-bf14-4917-b2a7-378b16a8f63c;c82775f2-f06a-490f-90cb-4862ee6f5bdd;expense;63.00;toothbrush;2026-01-27 10:09:47.998269+00
bcf1c3d0-e5df-4b16-b27c-5de947731b0b;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;21.00;Maggie and popcorn;2026-01-27 10:10:34.611269+00
cce2cda5-af99-4406-a622-151f54e2c88e;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;109.00;dettol;2026-01-27 10:11:31.369186+00
4eba73e3-0a66-42e5-b913-01ba3aaf8a01;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;54.00;dettol;2026-01-27 10:11:47.931163+00
c19afef9-8f8f-4820-a7ce-77b5f77fe1b1;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;21.00;popcorn;2026-01-27 10:32:39.610673+00
7359735a-4d83-4b0b-94b7-ae7bc3a8a7f3;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;36.00;razor;2026-01-27 10:33:00.971531+00
1da9e7b4-2ef9-4685-a2df-5ec75a40ec1b;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;199.00;razor, chips, guava, banana;2026-01-27 10:33:44.602084+00
7c497980-ebdf-4b70-9cf3-845ff4c858a4;312b498a-bf14-4917-b2a7-378b16a8f63c;;income;1000.00;Pocket money ;2026-01-28 05:05:43.718907+00
93834b24-9249-4cd9-8270-314ce3177fd2;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;20.00;Gold;2026-01-30 05:48:54.370399+00
3b0466a7-71e8-426f-9be8-4cdcafceb99c;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;10.00;Auto;2026-01-30 05:49:15.745784+00
c60073ec-b017-449b-a7b2-eb68183d79f6;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;335.00;Burgers;2026-01-31 12:04:33.515892+00
40b13c96-2f9f-49c0-ae18-e027b4763489;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;43.00;Energy drink;2026-02-05 05:36:02.496591+00
e499c3af-bffa-417b-a6d8-6a915b911a34;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;173.00;Gripper and Bananas;2026-02-05 05:36:31.247431+00
c7ee2ab5-53bc-4da9-9391-a56aebf239c4;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;10.00;Auto;2026-02-05 05:40:04.742495+00
2048e235-b15b-414d-8110-9ec6b951abea;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;10.00;E rickshaw ;2026-02-09 14:57:40.675079+00
5a084ada-8ef3-4ace-bde2-7e1c8f010db2;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;47.00;Auto;2026-02-09 14:58:00.584897+00
4788d9ee-6a73-476a-8844-1eca58e03f3e;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;50.00;Bus;2026-02-09 14:58:31.327186+00
84db1836-3440-4fcc-a965-bcefbe81fb70;312b498a-bf14-4917-b2a7-378b16a8f63c;;income;1500.00;Pocket money ;2026-02-09 14:59:48.137309+00
f0651b21-753e-46eb-bdfd-4f07ac0db33e;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;40.00;Kulcha;2026-02-09 15:00:09.124657+00
fbba9765-4121-42f6-8ee9-00cb8f1c1283;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;20.00;Golgappe;2026-02-09 15:01:23.209588+00
e0a592f6-72fc-4cd0-a3f9-b065c64ce27f;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;40.00;Chips;2026-02-09 15:02:27.076235+00
f0be5d94-6ea5-4d06-ae48-19055760a5aa;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;20.00;Patty;2026-02-09 15:02:40.075547+00
4e143c9a-a726-4fcd-af2c-cf9fa59a8f60;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;20.00;E rickshaw ;2026-02-09 15:03:35.200405+00
76ce7485-28a1-489b-852b-3fba2a5d64e7;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;160.00;2 Pizzas;2026-02-11 05:09:49.490478+00
c45c087d-9951-40ef-8af7-57dd7618f374;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;55.00;Burger and Drink;2026-02-13 14:54:29.031481+00
38222f9d-8e7c-4e84-ad19-cd9e2f37ed27;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;40.00;notebooks;2026-02-13 14:54:48.835407+00
fff24897-59e4-4d19-8dc3-fd6d347936c0;8ce95a6b-b8ab-4079-82e0-b6de894cf56e;;income;624839.00;;2026-02-15 05:34:06.442844+00
29265d5d-290b-4697-b778-78a2db65918f;14468972-b3c3-49df-8ba3-74a71d718dde;;income;10000.00;;2026-02-16 18:44:47.577665+00
0e939d2a-0de8-46d7-b2bd-e7bee5089fd3;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;25.00;Limca;2026-02-20 07:33:53.997171+00
e36c6cd8-1999-4b9c-bea1-9fee10fea930;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;25.00;Coke;2026-02-20 07:34:06.67227+00
1f2d7526-558c-4b78-b14d-45ba75db3f22;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;162.00;Train SIR to ASR;2026-02-20 07:38:10.296657+00
eff4b8b4-7ed7-44fa-b1c1-90cabd2a579f;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;147.00;Train ASR to SIR;2026-02-20 07:38:38.433308+00
b4e0bfdb-fec9-4a70-bff7-f6a146f9eb2e;312b498a-bf14-4917-b2a7-378b16a8f63c;;income;1000.00;Pocket money ;2026-02-20 07:39:51.890285+00
dd8baf47-0740-43d5-9fd7-3cd904c4175b;312b498a-bf14-4917-b2a7-378b16a8f63c;1276123b-ceaf-4b81-9f7f-545760f2a002;expense;105.00;IND;2026-02-20 07:40:50.712773+00
e847e0de-3efe-4849-936e-a6a103650293;312b498a-bf14-4917-b2a7-378b16a8f63c;;income;79.00;IND;2026-02-20 07:41:19.911667+00
33743fa7-8321-46d4-8abc-a0354f1ba8a9;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;40.00;Chips;2026-02-25 15:42:28.797818+00
7e0505ff-935c-417d-9afd-71e374551ef4;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;100.00;Train ;2026-02-25 15:42:41.843686+00
7fe3f57f-515e-4027-8d8b-bd366d913a5d;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;55.00;Bus;2026-02-25 15:42:53.217986+00
cba96d9b-7780-4129-b003-261aed1e5448;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;20.00;Auto;2026-02-25 15:43:06.298092+00
fb5a05e1-996d-4f93-a7ff-219e67e4d80d;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;40.00;Auto;2026-02-25 15:43:30.069837+00
d932401b-0efa-429c-937e-f2494f24f152;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;50.00;Bus;2026-02-25 15:43:47.03961+00
ca675570-4c33-43b6-b077-fbe653360f89;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;20.00;Auto;2026-02-25 15:43:59.084809+00
164f0fef-cdd7-4a62-95d1-4ae0750128fe;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;50.00;Auto;2026-02-25 15:44:09.172774+00
6ad4c628-7d7d-46ad-afce-9f668cb867ef;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;10.00;Auto;2026-02-25 15:44:18.684933+00
1cc877e5-5940-4c67-b05a-a3bf1b9170fe;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;42.00;;2026-02-25 16:11:55.912236+00
b5dd68ae-fd12-4df1-b5b5-5fa25fd88ef4;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;40.00;Auto;2026-02-25 16:33:52.630923+00
715dca3c-16f1-4931-b6ad-00f845fc4aa3;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;50.00;Bus;2026-02-25 16:34:15.260078+00
6cdd80e9-acbe-4b87-9e1b-2bcb8722b152;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;20.00;Samose;2026-02-25 16:34:54.067392+00
742cbeb6-2b99-453f-b855-11865dc50cd5;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;20.00;Auto;2026-02-25 16:35:03.855128+00
40034226-db28-442c-83fe-35e2c4a8a498;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;30.00;Laddoo;2026-02-25 16:35:18.99981+00
49ed71b0-5988-48ea-9b84-315ecd2de9ed;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;20.00;Auto;2026-02-25 16:37:22.046688+00
1dcb97cf-5b1f-4c30-bddf-d558b56ebd99;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;20.00;Dal;2026-02-25 16:37:38.044552+00
5ac96387-3178-4097-abb3-cdf5ffe84241;312b498a-bf14-4917-b2a7-378b16a8f63c;;income;425.00;Pocket Money;2026-02-28 14:23:50.621369+00
27b9a6cb-9a13-4cbe-9c88-eb30039c37a1;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;210.95;Pizzas;2026-03-01 12:53:22.00856+00
d350e2ea-16b4-4fe9-bc4e-e50cde147ebb;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;87.00;Lite mixture;2026-03-06 12:26:56.287593+00
c931a13b-7106-4430-b23f-5b595e1ab528;312b498a-bf14-4917-b2a7-378b16a8f63c;3c74c0f2-b750-4cfa-9042-38908e880a46;expense;172.30;Groceries;2026-03-06 12:28:40.013518+00
c27d1510-79a6-4462-b3e3-cac159e02b12;40460e3c-4023-4c94-95ad-a9ce57378c72;;income;2345.00;123r4rgt;2026-03-08 05:25:28.07117+00
